"ID příspěvku","ID stránky","Název stránky",Název,Popis,"Délka (v sekundách)","Čas zveřejnění","Typ titulků","Přímý odkaz","Je crosspost","Je sdílený","Typ příspěvku",Jazyky,"Vlastní štítky","Stav financovaného obsahu","Komentář s daty",Datum,Zhlédnutí,Dosah,"Reakce, komentáře a sdílení",Reakce,Komentáře,Sdílení,"Celkem kliknutí","Spotřeba cílení na shodující se okruh uživatelů (Photo Click)","Jiná kliknutí","Kliknutí na odkaz",IMPRESSION:UNIQUE_USERS,"Zhlédnutí s","Průměrné zhlédnutí s","Odhadované výdělky (USD)","CPM reklamy v (USD)","Zobrazení reklamy"
1145628284027520,100057410770738,"Prague International Chess Festival","Jonas Buhl Bjerre after Round 3","🎤INTERVIEW: ""At some point, my attack just kind of started flowing."" And it was the second win with black for Jonas Buhl Bjerre! 

🇨🇿 🎤 ROZHOVOR: „V určitém momentu můj útok prostě začal plynule fungovat.“ A byla to už druhá výhra s černými pro Jonase Buhla Bjerreho!",68,"03/01/2025 04:35",N/A,https://www.facebook.com/PragueChessFestival/videos/902832868539206/,0,0,Videa,,,,,Dlouhodobě,596,553,6,5,0,1,4,,4,,,2613.662,4.769,0,0,0
1145751184015230,100057410770738,"Prague International Chess Festival","🔥 In Round 4 of the Challengers Tournament, we have a Czech battle: Jáchym Němec vs. Richard Stalmach. 🇨🇿 How will it turn out today?💪

Ve 4. kole turnaje Challengers probíhá český souboj! Jáchym Němec vs. Richard Stalmach. Jak to dopadne?💪",,0,"03/01/2025 07:54",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid0uPCPdNPbNfmJ8V11zDDm1Q1nm7NoMNkpNR8pMb8iCCKviqPN4ob4XCsBUaWupBnfl,0,0,Fotky,,,,,Dlouhodobě,897,474,8,3,0,5,10,2,7,1,,,,,,
1145846677339014,100057410770738,"Prague International Chess Festival","Round 4 of PICF is over! ✅ Wei Yi claimed victory against David Navara. Praggnanandhaa R defeated Vincent Keymer. Marc'Andria Maurizzi and Richard Stalmach secured victories in the Challengers Tournament today.

4. kolo turnaje Masters je u konce! ✅ Wei Yi dnes zvítězil nad Davidem Navarou. Praggnanandhaa R porazil Vincenta Keymera. V Turnaji Challengers dnes vybojovali výhru Marc'Andria Maurizzi a Richard Stalmach.",,0,"03/01/2025 10:56",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid0iyvM1qEZ4XtzZg9tREFbv3KEf3M1cedHr4bpMhwHB4XWJDovf6j8udr6n2sXrFAul,0,0,Fotky,,,,,Dlouhodobě,898,414,6,5,0,1,19,17,2,,,,,,,
1145883560668659,100057410770738,"Prague International Chess Festival","Prague International Chess Festival přidal(a) fotky do alba: PICF 2025 - Round 4 (by Petr Vrabec)",,0,"03/01/2025 12:13",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid036KpHdrFnhZkVAcpgbVeWQ2SH89LQXTRAfKoSs8mR89DkHLwQgKF5wJqbazzYxMfol,0,0,Fotky,,,,,Dlouhodobě,1404,584,17,15,0,2,113,94,19,,,,,,,
1146235220633493,100057410770738,"Prague International Chess Festival","📽 What happened in Round 4? Here’s a video highlight—enjoy!👇

🇨🇿 Co všechno se odehrálo ve 4. kole? Tady je video sestřih, užijte si to!👇","📽 What happened in Round 4? Here’s a video highlight—enjoy!👇

🇨🇿 Co všechno se odehrálo ve 4. kole? Tady je video sestřih, užijte si to!👇",89,"03/02/2025 00:44",N/A,https://www.facebook.com/PragueChessFestival/videos/1267339731035299/,0,0,Videa,,,,,Dlouhodobě,786,564,17,15,0,2,21,,21,,,8883.457,13.16,0,0,0
1146324980624517,100057410770738,"Prague International Chess Festival","Round 5 is here! ♟ You can look forward to an Indian battle between the two players leading the standings! 💪

🇨🇿 Páté kolo se blíží! V turnaji Masters se můžete těšit na indický souboj dvou lídrů tabulky!",,0,"03/02/2025 03:45",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid07zUAMezfAmxn7tqD8xjWtt2RhczHn11U4bTZiEZCNCaGxXQidxGmkCEfXddC44Ysl,0,0,Fotky,,,,,Dlouhodobě,660,331,6,4,0,2,13,7,6,,,,,,,
1146363097287372,100057410770738,"Prague International Chess Festival","It's the battle of Indian giants today! Who will take an advantage of this clash? Watch our live streams or come to the Don Giovanni Hotel Prague! 🇮🇳✊

🇨🇿 Dnes nás čeká souboj indických gigantů! Kdo získá do dalších kol výhodu? Sledujte naše živé přenosy nebo přijďte do hotelu Don Giovanni v Praze! 🇮🇳✊",,0,"03/02/2025 04:54",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid0Ne88aQqFtL3gG1TExGvqNSFNssj29FP3NXM3JuqVfMM2ohZnvoCUXmtBrGKfw1UMl,0,0,Fotky,,,,,Dlouhodobě,651,368,9,7,1,1,7,2,5,,,,,,,
1146385690618446,100057410770738,"Prague International Chess Festival","Wei Yi after Round 4","A much needed win and reflection on the first rounds from our top seeded player. The stage is your Wei Yi. 🫵🎙

🇨🇿 Velmi potřebná výhra a ohlédnutí za prvními koly od našeho nejvýše nasazeného hráče. Máte slovo, Wei Yi. 🫵🎙",97,"03/02/2025 05:33",N/A,https://www.facebook.com/PragueChessFestival/videos/642158108218769/,0,0,Videa,,,,,Dlouhodobě,340,290,4,3,0,1,4,,4,,,1527.695,4.865,0,0,0
1146413323949016,100057410770738,"Prague International Chess Festival","Round 5, aka the Indian clash—we’re off the marks! ♟️🔥

🇨🇿 Páté kolo a velký indický souboj – jsme na startu! ♟️🔥",,0,"03/02/2025 06:18",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid0EczqDFR7xYcwyUazXVsJGr2C3E2EZwCy9kPD8BVPAem3a4V1XSaEAA9h8ieR73SQl,0,0,Fotky,,,,,Dlouhodobě,696,385,10,9,0,1,6,5,1,,,,,,,
1146470233943325,100057410770738,"Prague International Chess Festival","Vysíláme živě! Připojte se k partiím i diskuzi! 🔝🔴
👉 ČESKÝ PŘENOS: https://www.youtube.com/watch?v=jK7v1uAJB1E 🇨🇿

We are live! Join the games and the discussion! 🔝🔴
👉 ANGLICKÝ PŘENOS: https://www.youtube.com/watch?v=YFmf99LVVJY 🇬🇧",,0,"03/02/2025 07:39",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid0HiDCxbJBaCK2zLaRSrikwYPmJdCPSZre6XrvVTedyzibf7NqkfqBZLtjmb3WAqYml,0,0,Fotky,,,,,Dlouhodobě,710,393,10,9,0,1,28,8,2,18,,,,,,
1146501673940181,100057410770738,"Prague International Chess Festival","Richard Stalmach after Round 4","🙏 ""We both wanted to play."" What an approach for the big Czech battle. We want nothing more. Thank you Richard Stalmach! 🇨🇿🎙

🙏 „Oba jsme chtěli hrát.“ To je ten přístup k velké české bitvě! Nic víc si nepřejeme. Děkujeme, Richarde Stalmachu! 🇨🇿🎙",120,"03/02/2025 08:34",N/A,https://www.facebook.com/PragueChessFestival/videos/1139139260822410/,1,0,Videa,,,,,Dlouhodobě,442,391,7,6,0,1,5,,5,,,3186.913,7.735,0,0,0
1146584293931919,100057410770738,"Prague International Chess Festival","Prague International Chess Festival přidal(a) fotky do alba: PICF 2025 - Round 5 (by Petr Vrabec)",,0,"03/02/2025 11:15",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid034tGdnotCVmaf1nW6mhfVcEhovYz7Uu6wzTUanBn5okWxKD1aMhqiCoob2SoEfVcPl,0,0,Fotky,,,,,Dlouhodobě,1073,518,19,17,0,2,83,68,15,,,,,,,
1146624170594598,100057410770738,"Prague International Chess Festival","✅ Day 5 complete! Here are the results as we reach the halfway point of our show. Thoughts?🤔

✅ Den 5 je kompletní! Zde jsou výsledky přesně v polovině naší šachové cesty. Co na ně říkáte?🤔",,0,"03/02/2025 12:42",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid0B6msw2RU4z3mxgky6vEZKopXuo9nh4kMQnt7pzKWBem8LVXFBYrtRfctftZETqv1l,0,0,Fotky,,,,,Dlouhodobě,707,341,3,2,0,1,21,17,4,,,,,,,
1146665607257121,100057410770738,"Prague International Chess Festival","🎟 Už máte lístky na debatu Geopolitické šachy? Začínáme zítra v 19:00. Takovou sestavu nemůžete zmeškat! Těšíme se v Kině 64! 🤩 https://bit.ly/geopoliticke-sachy

🎟 Do you have your tickets for the Geopolitical Chess debate yet? We start tomorrow at 19:00. You can't miss this lineup! See you at Kino 64! 🤩 https://bit.ly/geopoliticke-sachy",,0,"03/02/2025 13:44",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid0ir4G21FgNydPFmLXhTPbR6dEHwTgajq5tqAG2sBiSmX1mzjEXAZoTpxhzyjDJQYul,0,0,Fotky,,,,,Dlouhodobě,656,361,4,3,0,1,7,1,2,4,,,,,,
1146901897233492,100057410770738,"Prague International Chess Festival","Herec Marek Adamczyk dorazil na Pražský šachový festival, kde ho čekala velká životní premiéra! 🤩 Vůbec poprvé v životě si zahrál partii na oficiálním šachovém tunaji, a to v rámci Karel Janeček Open. A jak to dopadlo? 👀 To vám už brzy prozradíme. 💪

The popular Czech actor Marek Adamczyk arrived at the Prague Chess Festival and played his first-ever official tournament game. He took part in the Karel Janeček Open. How did it go? 👀 Stay tuned to find out soon! 💪","Herec Marek Adamczyk dorazil na Pražský šachový festival, kde ho čekala velká životní premiéra! 🤩 Vůbec poprvé v životě si zahrál partii na oficiálním šachovém tunaji, a to v rámci @[100044490217012:2048:Karel Janeček] Open. A jak to dopadlo? 👀 To vám už brzy prozradíme. 💪

The popular Czech actor Marek Adamczyk arrived at the Prague Chess Festival and played his first-ever official tournament game. He took part in the Karel Janeček Open. How did it go? 👀 Stay tuned to find out soon! 💪",90,"03/02/2025 22:01",N/A,https://www.facebook.com/PragueChessFestival/videos/1057194416449557/,1,0,Videa,,,,,Dlouhodobě,1614,1175,49,44,0,5,44,,44,,,23555.582,16.38,0,0,0
1146986333891715,100057410770738,"Prague International Chess Festival","Highlights from Round 5","👉 It's a rest day in the main event, but yesterday is well worth the visit. Check out our highlights! 😎♟

👉 Hlavní turnaj má dnes volný den, ale včerejšek rozhodně stál za to! Podívejte se na naše nejzajímavější momenty! 😎♟",79,"03/03/2025 01:06",N/A,https://www.facebook.com/PragueChessFestival/videos/606114339004199/,0,0,Videa,,,,,Dlouhodobě,566,408,15,11,0,4,14,,14,,,5126.931,10.172,0,0,0
1147049253885423,100057410770738,"Prague International Chess Festival","📽 Marek Adamczyk si poprvé zahrál na turnaji a nebylo to vůbec špatné! 🔥 Po velmi nadějném výkonu nakonec prohrál na čas s Kadonasem Kestutisem z Litvy. To mu ale na nadšení pro šachy rozhodně neubralo, spíše naopak! 🤩

The Czech actor Marek Adamczyk played in a tournament for the first time, and it was not bad at all! After a very promising performance, he lost on time to Kadonas Kestutis from Lithuania. However, this did not diminish his enthusiasm for chess!","📽 Marek Adamczyk si poprvé zahrál na turnaji a nebylo to vůbec špatné! 🔥 Po velmi nadějném výkonu nakonec prohrál na čas s Kadonasem Kestutisem z Litvy. To mu ale na nadšení pro šachy rozhodně neubralo, spíše naopak! 🤩

The Czech actor Marek Adamczyk played in a tournament for the first time, and it was not bad at all! After a very promising performance, he lost on time to Kadonas Kestutis from Lithuania. However, this did not diminish his enthusiasm for chess!",145,"03/03/2025 03:16",N/A,https://www.facebook.com/PragueChessFestival/videos/2159795738148415/,1,0,Videa,,,,,Dlouhodobě,596,527,5,5,0,0,8,,8,,,5005.631,9.101,0,0,0
1147184077205274,100057410770738,"Prague International Chess Festival","🫶 A valuable experience for our Futures girls! Our ambassador Dana Reizniece shared more than a few valuable lessons for future grandmasters. Thank you so much for your support and for everything you do for women's chess! 👱‍♀️🤝👩

🇨🇿 🫶 Cenná zkušenost pro naše Futures dívky. Naše ambasadorka Dana Reizniece přidala nejednu cennou lekci pro budoucí velmistryně. Moc děkujeme za podporu i za to, co děláte pro ženský šach!👱‍♀️🤝👩",,0,"03/03/2025 07:00",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid0Wik8C4QBX4Kz6o4BzKuQN4SK1WBUj5ZL23iejME6DGkWrnbJ5NcQVcVd6P55e1fKl,0,0,Fotky,,,,,Dlouhodobě,1066,512,20,20,0,0,98,76,22,,,,,,,
1147204367203245,100057410770738,"Prague International Chess Festival","🎟 Už máte lístky na debatu #Geopolitickéšachy? Začínáme dnes v 19:00. Takovou sestavu nemůžete zmeškat! Těšíme se v Kině 64! Odkaz na vstupenky zde! 🤩 https://bit.ly/geopoliticke-sachy
.
🇬🇧 The debate is only in Czech language.",,0,"03/03/2025 07:35",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid02LyoJ3Ccmnt1kN78gCsDLhzr22M8HBnVwtD4SHtX3c43ga5fMw6X7aZpGdfveaMbJl,0,1,Text,,,,,Dlouhodobě,509,263,0,0,0,0,12,,1,11,,,,,,
1147258787197803,100057410770738,"Prague International Chess Festival","Wei Yi after Round 5","🧮 Spent a lot of time calculating and the math brought him second win in the row. The Prague comeback continues for Wei Yi! ♟

🇨🇿 🧮 Strávil spoustu času počítáním a to mu nakonec přineslo druhou výhru v řadě. Wei Yi pokračuje ve svém pražském comebacku! ♟",70,"03/03/2025 09:13",N/A,https://www.facebook.com/PragueChessFestival/videos/498003559819193/,0,0,Videa,,,,,Dlouhodobě,331,279,3,3,0,0,0,,,,,1113.095,3.59,0,0,0
1147296273860721,100057410770738,"Prague International Chess Festival","🔥 Před pár minutami odstartovala panelová debata pod moderátorskou taktovkou Čestmíra Strakatého. Na téma Geopolitické šachy nyní diskutují: Tomáš Sedláček, Karel Janeček, Ivan Rynda a Ján Markoš.

A debate on the topic Geopolitical Chess is currently taking place. Only in the Czech language.",,0,"03/03/2025 10:24",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid0C24zBANax6kvEPzESHNkG8U1p9H4remqFX5RUPbiXW8ioCHAMRseAn9dtMpE9mgtl,0,0,Fotky,,,,,Dlouhodobě,961,478,10,8,0,2,56,43,13,,,,,,,
1147344957189186,100057410770738,"Prague International Chess Festival","Nodirbek Yakubboev after Round 5","🫡 Sometimes you just have to try. It could work. Nodirbek Yakubboev spoke about crazy game against Jáchym Němec with the best outcome for his position in Challengers. 🔝

🇨🇿 🫡 Někdy to prostě musíte zkusit. Mohlo by to vyjít. Nodirbek Yakubboev s námi mluvil o bláznivé partii proti Jáchymu Němcovi, která pro něj v turnaji Challengers dopadla nejlépe, jak mohla. 🔝",92,"03/03/2025 12:08",N/A,https://www.facebook.com/PragueChessFestival/videos/1458019135170779/,0,0,Videa,,,,,Dlouhodobě,384,335,5,4,0,1,2,,2,,,1848.539,5.05,0,0,0
1147712327152449,100057410770738,"Prague International Chess Festival","♟️ From rest day 👉 to chess day! 😎We are ince again looking forward to thrilling battles on the chessboard!

♟️Po dni odpočinku nás opět čeká řada napínavých bitev na šachovnici! 🏁",,0,"03/04/2025 01:50",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid02hA6SAzMgCchjM11ULB8QViDRTk9A61zLWrj5m7fxFxFZkuA4bac1LjhS81NuEbT8l,0,0,Fotky,,,,,Dlouhodobě,630,314,8,6,0,2,21,17,4,,,,,,,
1147738520483163,100057410770738,"Prague International Chess Festival","Prague International Chess Festival přidal(a) fotky do alba: PICF 2025 - Rest day (by Petr Vrabec)",,0,"03/04/2025 02:43",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid0SNgoF4qF19UiX1JSne2NPpvC1vPG9DcBRpiG69mrevg2XZaNiCU2XBmgVnWxgFu3l,0,0,Fotky,,,,,Dlouhodobě,1107,535,17,14,0,3,88,64,24,,,,,,,
1147775283812820,100057410770738,"Prague International Chess Festival","PICF 2025 - Rest day","💯 Dance through mother Prague and the world's chessboard. Players enjoyed a free day at the festival walking, debating and of course, playing chess again. Take a look! 🤗

🇨🇿 💯 Tanec matičkou Prahou i šachovnicí světa. Hráči si na festivalu užili volný den procházkami, debatou a samozřejmě opět i svou oblíbenou královskou hrou. Podívejte se na sestřih! 🤗",88,"03/04/2025 03:57",N/A,https://www.facebook.com/PragueChessFestival/videos/1346243346563835/,0,0,Videa,,,,,Dlouhodobě,622,391,12,9,0,3,15,,15,,,7412.526,13.803,0,0,0
1147839540473061,100057410770738,"Prague International Chess Festival","Coming soon: documentary about Garry Kasparov","Many celebrities have come to visit our festival in the past. This year's edition is no exception. Enjoy the words from award-winning director&writer Matej Minac. His next project will be documentary about chess superstar  @[100044538125184:2048:Garry Kasparov]♟️🎥 Během minulých let navštívila náš festival řada celebrit. Ani letošní ročník není výjimkou. Poslechněte si slova úspěšného režiséra a scénáristy Mateje Mináče, který chystá dokument o šachové legendě - Garrim Kasparovi. ♟️🎥",41,"03/04/2025 05:53",N/A,https://www.facebook.com/PragueChessFestival/videos/646436954662078/,0,0,Videa,,,,,Dlouhodobě,425,400,5,4,0,1,5,,5,,,1869.227,4.732,0,0,0
1147896560467359,100057410770738,"Prague International Chess Festival","♟️Welcome to PICF25 - day 6. 💥

#chess #chessgame #chessboard #prague #festival #picf2025","♟️Welcome to PICF25 - day 6. 💥

#chess #chessgame #chessboard #prague #festival #picf2025",15,"03/04/2025 07:30",N/A,https://www.facebook.com/reel/620888173916328/,1,0,Reels,,,,,Dlouhodobě,435,331,7,7,0,0,10,,10,,,1616.485,4.49,0,,0
1147996203790728,100057410770738,"Prague International Chess Festival","Day 6 is not over yet, but here are some pics already! 💥 Enjoy❗

Šestý hrací den ještě ani neskončil, ale už teď si můžete prohlédnout krásné fotografie od",,0,"03/04/2025 10:31",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid0UHs2NcnuvQXscb1etEVSkWJK6ZATXtQ2ceUP5pEj5YRst9Sn2gs9MhjC6AZ6mYEsl,0,0,Fotky,,,,,Dlouhodobě,925,461,11,9,0,2,82,73,9,,,,,,,
1148033460453669,100057410770738,"Prague International Chess Festival","Only draws in Masters category. 🤝 But three wins for Finek, Bjerre and Ma in Challengers! 🔥 What was the best game of day six? You can vote on our website! 🗳️

V kategorii Masters se remizovalo. 🤝 Ale v Challengers jsme se dočkali hned tří výher (Finěk, Bjerre a Ma)! 🔥 Hlasujte pro nejlepší partii šestého dne na našem webu! 🗳️",,0,"03/04/2025 11:43",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid0u2ZEH4kBuvPfxy7W1rQyJomoYFv1wxjnAN8jwgUgji7jdPnVDqvuWccWZ2TgQ9Nwl,0,0,Fotky,,,,,Dlouhodobě,766,379,8,6,0,2,31,26,5,,,,,,,
1148099537113728,100057410770738,"Prague International Chess Festival","Here are the standings after 6 rounds. 🤩 Vote for best game of the day! 

Tady jsou výsledky po 6 kolech. ♟️ Hlasujte o nejlepší partii kola! 

praguechessfestival.com/cs/2025/vote",,0,"03/04/2025 14:11",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid0Wg1mczXpJzLszT35n7G2VQJTaPaQEiXyp1QLs52EeKXd2MoYPw5jCygArP4bE1gkl,0,0,Fotky,,,,,Dlouhodobě,736,368,6,4,0,2,31,22,6,3,,,,,,
1148390337084648,100057410770738,"Prague International Chess Festival","Highlights from day 6 ♟️🤩","Enjoy the best moments from day 6. 😍 Who's your favourite player? Tell us in the comments. 🗣️ Užijte si vybrané momenty z šestého dne! Kdo je váš nejoblíbenější hráč? Napište nám do komentářů. ♟️",96,"03/04/2025 23:46",N/A,https://www.facebook.com/PragueChessFestival/videos/2100783053677623/,0,0,Videa,,,,,Dlouhodobě,459,375,27,23,0,4,4,,4,,,5388.324,13.37,0,0,0
1148406403749708,100057410770738,"Prague International Chess Festival","Prague International Chess Festival přidal(a) fotky do alba: PICF 2025 - Round 6 (by Petr Vrabec)",,0,"03/05/2025 00:21",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid02nZXaFt5xTfcziexAXJhnDY9aJvTcJaYAnrNCMVna4ZpZ9FRSCexTdfDoBvYAhnAzl,0,0,Fotky,,,,,Dlouhodobě,943,470,19,17,0,2,74,65,8,1,,,,,,
1148492533741095,100057410770738,"Prague International Chess Festival","Show must go on! Round 7 is coming soon. 🔥 

Don Giovanni Hotel Prague

Karavana jede dál. ♟️ Sedmý den startuje za pár hodin. ⏰",,0,"03/05/2025 02:18",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid016ehugukQfF6yqhupQgsBX1eCj8gMoY53T85yFp2BMoXGLYpbBmYZW5oDoA14UMGl,0,0,Fotky,,,,,Dlouhodobě,661,348,4,2,0,2,23,,,23,,,,,,
1148524480404567,100057410770738,"Prague International Chess Festival","Listen to the words of current co-leader in Futures category! ♟️ Sara Maria Sunea defeated Greza Viti in round 6. 💥

#chess #picf2025 #futurestars","Listen to the words of current co-leader in Futures category! ♟️ Sara Maria Sunea defeated Greza Viti in round 6. 💥

#chess #picf2025 #futurestars",64,"03/05/2025 03:20",uploaded,https://www.facebook.com/reel/662175936228216/,1,0,Reels,,,,,Dlouhodobě,2858,485,336,288,42,6,5,,5,,,30456.847,12.071,0,,0
1148620787061603,100057410770738,"Prague International Chess Festival","Jonas Buhl Bjerre speaks after round 6","""I feel good. I play well."" And that's why is Jonas Buhl Bjerre one of the leaders in Challengers category!  ♟️🔥

„Cítím se fajn a hraju dobře,“ říkal po šesti kolech Jonas Buhl Bjerre. A možná i proto patří k lídrům kategorie Challengers. 🔥",93,"03/05/2025 05:49",N/A,https://www.facebook.com/PragueChessFestival/videos/658245160010916/,0,0,Videa,,,,,Dlouhodobě,379,312,4,3,0,1,2,,2,,,2774.121,7.926,0,0,0
1148654030391612,100057410770738,"Prague International Chess Festival","Difference between 2 PM and 3 PM. ⏰♟️💥 Come see us live to @hotelgiovanni 🤩

#chess #chessgame #chessplayer #prague #festival","Difference between 2 PM and 3 PM. ⏰♟️💥 Come see us live to @hotelgiovanni 🤩

#chess #chessgame #chessplayer #prague #festival",22,"03/05/2025 06:41",mixed,https://www.facebook.com/reel/986489963462197/,1,0,Reels,,,,,Dlouhodobě,550,369,7,7,0,0,7,,7,,,2871.295,6.214,0,,0
1148710663719282,100057410770738,"Prague International Chess Festival","Check out the highlights from best game of round six. 🍿🍿🍿",,0,"03/05/2025 08:17",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid02n3Vfz9XwA53VT8MrbiZoSXmKTKQPzeMHYJhydNiCq2XF1Sn8Wz38RoKcNwpsQnrDl,0,1,Videa,,,,,Dlouhodobě,422,337,3,3,0,0,2,,2,,,,,,,
1148734790383536,100057410770738,"Prague International Chess Festival","PICF25 is not only about chess, there was also Mathesso tournament today. Check out the pictures from Petr Zewlakk Vrabec 📸✨

Náš festival nejsou jen šachy. ♟️👍 Dnes se v hotelu Don Giovanni Hotel Prague konalo finále hry Mathesso. 😊",,0,"03/05/2025 08:59",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid02TddzvTjdZUYBfb4BvCCSZCGQ8VfLUWG9DuDHUEdwxM9nQsCq2V2cLYUZzqvCNvFpl,0,0,Fotky,,,,,Dlouhodobě,1956,955,33,27,0,6,72,58,14,,,,,,,
1148887757034906,100057410770738,"Prague International Chess Festival","Here we go, after seven rounds there is a sole leader - Aravindh - in Masters category. In Challengers we can expect a tight race till the end between Bjerre and Yakubboev. 😎

Po sedmi kolech se do čela tabulky Masters dostal Aravindh z Indie. V kategorii Challengers můžeme očekávat těsnou bitvu mezi Dánem Bjerrem a Yakubboevem z Uzbekistánu.",,0,"03/05/2025 13:27",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid02pYrT4fSryqqK1KsTtiL9XhxPbdtWtH4CfC171j2RmSjSf2eV2kzs2AVXCByJBofjl,0,0,Fotky,,,,,Dlouhodobě,892,425,6,3,1,2,37,32,4,1,,,,,,
1148905690366446,100057410770738,"Prague International Chess Festival","Prague International Chess Festival přidal(a) fotky do alba: PICF 2025 - Round 7 (by Petr Vrabec)",,0,"03/05/2025 14:08",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid0ejeknpJmb9zTu8MzhYZsJbspGMorZprZ2mAud15mZY4bKZUMGnPdczehX7knY27Yl,0,0,Fotky,,,,,Dlouhodobě,1158,509,15,13,0,2,71,53,18,,,,,,,
1149175673672781,100057410770738,"Prague International Chess Festival","Good morning, round 8 is coming soon. ♟️ Are you excited? We are! 😍

Dobré ráno, těšíte se na zápasy osmého kola? My ano 😍",,0,"03/05/2025 23:05",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid02q8bjnXJKghPPw96gGh1yZyW533T9oqSvAqDjPjXFeUMefcU2atqnfJm4QKgnuE2tl,0,0,Fotky,,,,,Dlouhodobě,965,455,12,9,0,3,21,18,3,,,,,,,
1149285006995181,100057410770738,"Prague International Chess Festival","Highlights from round 7","♟Highlights from round 7, at your service.😊📽

Co se stalo v sedmém kole? Podívejte se sami. 👀",92,"03/06/2025 02:55",N/A,https://www.facebook.com/PragueChessFestival/videos/674344921672450/,0,0,Videa,,,,,Dlouhodobě,476,387,16,13,1,2,8,,8,,,3202.814,7.553,0,0,0
1149479366975745,100057410770738,"Prague International Chess Festival","Blitz chess. 💥 Blink and you miss it. 🔥

Bleskové šachy. 📸 Petr Zewlakk Vrabec",,0,"03/06/2025 08:22",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid0oYs5hWDoHddc7Q7747howpkgh72Ue1jzWT4sQ6V9FmDJ9msSCSxnY8fuDj6Htx1gl,0,0,Fotky,,,,,Dlouhodobě,853,454,7,6,1,0,64,50,14,,,,,,,
1149488436974838,100057410770738,"Prague International Chess Festival",🤗,,0,"03/06/2025 08:37",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid0UPsNzXfR9FNTdD5DNd4Wy7t31YSvoRDx6XwJBNoZSALooEQm1sZojp2AZKRWuqFJl,0,1,Odkazy,,,,,Dlouhodobě,907,436,9,9,0,0,18,,5,13,,,,,,
1149570480299967,100057410770738,"Prague International Chess Festival","Prague International Chess Festival přidal(a) fotky do alba: PICF 2025 - Round 8 (by Petr Vrabec)",,0,"03/06/2025 11:13",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid02UddTC5VxXP7CLUpeMy9Xoy6q6VJqSGuCSCh8aBZjgAbWtJXteqbWR3UwjgRXatEtl,0,0,Fotky,,,,,Dlouhodobě,1130,592,28,26,0,2,162,128,34,,,,,,,
1149571486966533,100057410770738,"Prague International Chess Festival","Our festival is nearly finished! 🔥 Only one round to go. Enjoy the pictures from today.  📸

Náš festival se pomalu chýlí ke konci. Zbývá už jen jedno kolo. Turnaj ale bude dál žít v naší galerii. 🥰",,0,"03/06/2025 11:15",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid05CQCqfL1dPFDeqWkqqRhmMeVW4wEqy9rZqeeGPfoHmnFc8xH6VKfyL55mV1eaDepl,0,1,Fotky,,,,,Dlouhodobě,1005,494,5,5,0,0,63,58,5,,,,,,,
1149902066933475,100057410770738,"Prague International Chess Festival","Last day, are you excited? 🥳 Before we start at 11 AM, here are the highlights from the penultimate round! 👌🎥

Poslední den, těšíte se? 🤩 Než v 11:00 začneme, pusťte si nejzajímavější momenty z předposledního kola! 👌

@chessbaseindia","Last day, are you excited? 🥳 Before we start at 11 AM, here are the highlights from the penultimate round! 👌🎥

Poslední den, těšíte se? 🤩 Než v 11:00 začneme, pusťte si nejzajímavější momenty z předposledního kola! 👌

@chessbaseindia",93,"03/06/2025 23:05",N/A,https://www.facebook.com/PragueChessFestival/videos/618472191017305/,1,0,Videa,,,,,Dlouhodobě,673,355,10,10,0,0,4,,4,,,5846.315,10.591,0,0,0
