"ID příspěvku","ID stránky","Název stránky",Název,Popis,"Délka (v sekundách)","Čas zveřejnění","Typ titulků","Přímý odkaz","Je crosspost","Je sdílený","Typ příspěvku",Jazyky,"Vlastní štítky","Stav financovaného obsahu","Komentář s daty",Datum,Zhlédnutí,Dosah,IMPRESSION:UNIQUE_USERS,"Reakce, komentáře a sdílení",Reakce,Komentáře,Sdílení,"Celkem kliknutí","Jiná kliknutí","Spotřeba cílení na shodující se okruh uživatelů (Photo Click)","Kliknutí na odkaz","Negativní ohlasy od uživatelů: Skrýt vše","Zhlédnutí s","Průměrné zhlédnutí s","Odhadované výdělky (USD)","CPM reklamy v (USD)","Zobrazení reklamy"
1439729897950689,100057410770738,"Prague International Chess Festival","He's oldest player in Masters category. Also he's still undefeated! 💪♟️ David Navara keeps playing fantastic chess. Today he drew against leader Jorden Van Foreest. Listen to his interview with lovely @keti_tsatsalashvili 🎙️🎧

Je nejstarší v kategorii Masters, má nejnižší ELO. Ale David Navara letos ukazuje, že na věku opravdu nezáleží! 🔥🤩 Dnes remizoval s lídrem tabulky Jordenem Van Foreestem a je dál druhý o půl bodu! Poslechněte si, co říkal po šestém kole. 👇","He's oldest player in Masters category. Also he's still undefeated! 💪♟️ David Navara keeps playing fantastic chess. Today he drew against leader Jorden Van Foreest. Listen to his interview with lovely @keti_tsatsalashvili 🎙️🎧

Je nejstarší v kategorii Masters, má nejnižší ELO. Ale David Navara letos ukazuje, že na věku opravdu nezáleží! 🔥🤩 Dnes remizoval s lídrem tabulky Jordenem Van Foreestem a je dál druhý o půl bodu! Poslechněte si, co říkal po šestém kole. 👇",104,"03/03/2026 13:26",N/A,https://www.facebook.com/reel/970440448647046/,0,0,Videa,,,,,Dlouhodobě,2673,2511,,78,76,2,0,184,184,,,,42924.105,17.796,0,0,0
1439756384614707,100057410770738,"Prague International Chess Festival","Prague International Chess Festival přidal(a) fotky do alba: PICF26 - round 6 (Petr Vrabec) — s Don Giovanni Hotel Prague a 2 dalšími.",,0,"03/03/2026 14:33",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid0rbTSFyzGcsdxdtNcFgBZ4Kk9QKyuQCfmXmz9pR2EypuqaNfozV4x1Dv9E5csPawYl,0,0,Fotky,,,,,Dlouhodobě,4852,2896,,89,84,1,4,533,135,398,,,,,,,
1439990487924630,100057410770738,"Prague International Chess Festival","How does it feel to beat world champion? 🔥 Aravindh Chithambaram knows that feeling! 💪♟️

Jaké to je porazit úřadujícího mistra světa? Aravindh Chithambaram Vám to řekne! 🗣️","How does it feel to beat world champion? 🔥 Aravindh Chithambaram knows that feeling! 💪♟️

Jaké to je porazit úřadujícího mistra světa? Aravindh Chithambaram Vám to řekne! 🗣️",50,"03/03/2026 22:20",N/A,https://www.facebook.com/reel/1301661311812467/,0,0,Videa,,,,,Dlouhodobě,592,565,,4,4,0,0,6,6,,,,3257.546,6.193,0,0,0
1440110694579276,100057410770738,"Prague International Chess Festival","Highlights of day six! At your service! Enjoy ♟️✨🤩

Užijte si souhrn toho nejlepšího, co nabídl šestý hrací den. 😊🔥","Highlights of day six! At your service! Enjoy ♟️✨🤩

Užijte si souhrn toho nejlepšího, co nabídl šestý hrací den. 😊🔥",106,"03/04/2026 02:03",N/A,https://www.facebook.com/reel/1540418743698128/,0,0,Videa,,,,,Dlouhodobě,596,515,,12,12,0,0,11,11,,,,8729.75,16.596,0,0,0
1440197504570595,100057410770738,"Prague International Chess Festival","We have the last three rounds ahead of us! Who do you see as the favorite to win today?

Jsou před námi poslední tři kola! Koho favorizujete na výhru v tom dnešním?",,0,"03/04/2026 04:25",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid0vqQ2LPejJm4dP8YiKs7RqC1eJhvuHhoq7DSbs7L5KLJU8hEC5gLQunjRYK9dWJZgl,0,0,Fotky,,,,,Dlouhodobě,847,529,,7,7,0,0,16,9,7,,,,,,,
1440197841237228,100057410770738,"Prague International Chess Festival","The Masters section today offers a direct clash for the provisional lead. The Uzbek phenom Nodirbek Abdusattorov will be putting pressure on Jorden van Foreest. Local hero David Navara will have the white pieces against Hans Niemann. ♟️

Masters sekce dnes nabízí přímý souboj o průběžné vedení. Uzbecký fenomén Abdusattorov bude tlačit na van Foreesta. Domácí borec Navara bude hrát bílými proti Niemannovi. ♟️",,0,"03/04/2026 04:26",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid02tLNBwG6xqmi7v9nZfFtyfrF4upJcSdb7yK1gdpmVNMYcyqTQNGpNrZJYWgDu4eSil,0,0,Fotky,,,,,Dlouhodobě,762,438,,4,3,1,0,19,13,6,,,,,,,
1440249411232071,100057410770738,"Prague International Chess Festival","Již tradičně Pražský šachový festival klade velký důraz na podporu žen a nadějných slečen v šachovém světě. Jsme moc rádi, že jednou z tváří se letos stala také česká herečka a uznávaná spisovatelka Aňa Geislerová. Celý rozhovor s ní je už teď k dispozici na našem YouTube kanálu.","Již tradičně Pražský šachový festival klade velký důraz na podporu žen a nadějných slečen v šachovém světě. Jsme moc rádi, že jednou z tváří se letos stala také česká herečka a uznávaná spisovatelka Aňa Geislerová. Celý rozhovor s ní je už teď k dispozici na našem YouTube kanálu.",81,"03/04/2026 05:35",N/A,https://www.facebook.com/reel/722717910807754/,0,0,Videa,,,,,Dlouhodobě,961,893,,10,10,0,0,14,14,,,,8308.725,9.431,0,0,0
1440299774560368,100057410770738,"Prague International Chess Festival","No introduction needed for the Uzbek phenom Nodirbek Abdusattorov. The full interview with the world number five is available on our YouTube channel. ♟️

Netřeba představovat uzbeckého fenoména Nodirbeka Abdusattorova. Celý rozhovor se světovou pětkou k dispozici na našem Youtube kanálu.","No introduction needed for the Uzbek phenom Nodirbek Abdusattorov. The full interview with the world number five is available on our YouTube channel. ♟️

Netřeba představovat uzbeckého fenoména Nodirbeka Abdusattorova. Celý rozhovor se světovou pětkou k dispozici na našem Youtube kanálu.",127,"03/04/2026 06:57",N/A,https://www.facebook.com/reel/1519243406294163/,0,0,Videa,,,,,Dlouhodobě,586,539,,15,15,0,0,5,5,,,,4984.31,9.64,0,0,0
1440451637878515,100057410770738,"Prague International Chess Festival","Only one decisive result in round seven. Which game did you enjoy the most? ♟️

V sedmém kole jen jediný rozhodný výsledek. Jakou partii jste si užili nejvíc?",,0,"03/04/2026 11:35",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid02wiWPTFcCCEdzRB5DXaGZZpPpLhm8qnpTjdkFGP12L4zBbBcco7YQwW5D92grNFrgl,0,0,Fotky,,,,,Dlouhodobě,645,352,,2,2,0,0,9,6,3,,,,,,,
1440452011211811,100057410770738,"Prague International Chess Festival","We continue tomorrow with the penultimate round. ♟️

Pokračujeme zítra předposledním kolem.",,0,"03/04/2026 11:36",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid0BQo3XhbP66fziRfzEHLv6KyDiYwtXbTCmdjDRPE29YCxmbdwBxC2iQwjjgaL6paql,0,0,Fotky,,,,,Dlouhodobě,935,534,,16,16,0,0,29,15,14,,,,,,,
1440461091210903,100057410770738,"Prague International Chess Festival","It was an honor to have you here. We hope you enjoyed today as much as we did. Ladies and gentlemen — the beach volleyball world champion and PICF 2026 ambassador Ondřej Perušič.

Byla čest tě tu mít. Doufáme, že sis dnešek užil stejně jako my. Dámy a pánové - mistr světa v beachvolejbalu a ambasador PICF 2026 Ondřej Perušič.","It was an honor to have you here. We hope you enjoyed today as much as we did. Ladies and gentlemen — the beach volleyball world champion and PICF 2026 ambassador Ondřej Perušič.

Byla čest tě tu mít. Doufáme, že sis dnešek užil stejně jako my. Dámy a pánové - mistr světa v beachvolejbalu a ambasador PICF 2026 Ondřej Perušič.",130,"03/04/2026 11:55",N/A,https://www.facebook.com/reel/2062727021126949/,0,0,Videa,,,,,Dlouhodobě,523,489,,3,3,0,0,3,3,,,,2386.346,5.12,0,0,0
1440473884542957,100057410770738,"Prague International Chess Festival","Did it turn out the way you expected among the Challengers today? ♟️

Dopadlo to dnes mezi Challengers tak jak jste čekali?",,0,"03/04/2026 12:25",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid02b3hzyLF1eAE9H5zg4WTTCa2F8m4iMugkYbdqeLeWBu7n4kw8vFacjeTcXNu8hdXql,0,0,Fotky,,,,,Dlouhodobě,1635,1061,,11,11,0,0,38,22,16,,,,,,,
1440489917874687,100057410770738,"Prague International Chess Festival","After his loss to compatriot Aravindh Chithambaram, Gukesh Dommaraju secured an important draw today against Parham Maghsoodloo. Have a listen to his impressions... ♟️

Po porážce od krajana Chithambarama dnes Gukesh uhrál dúležitou remízu s Maghsoodlooem. Poslechněte si jeho dojmy...","After his loss to compatriot Aravindh Chithambaram, Gukesh Dommaraju secured an important draw today against Parham Maghsoodloo. Have a listen to his impressions... ♟️

Po porážce od krajana Chithambarama dnes Gukesh uhrál dúležitou remízu s Maghsoodlooem. Poslechněte si jeho dojmy...",133,"03/04/2026 13:00",N/A,https://www.facebook.com/reel/1608377140455845/,0,0,Videa,,,,,Dlouhodobě,1023,1088,,10,10,0,0,24,24,,,,11054.916,11.798,0,0,0
1440754024514943,100057410770738,"Prague International Chess Festival","""Jsem nadšen. Z Prague International Chess Festivalu se stal turnaj špičkové, světové úrovně,"" říká s velkou radostí matematik a sociální inovátor Karel Janeček, který již řadu let náš svátek královské hry podporuje. Vřele děkujeme za přízeň vaší i Janeček Foundation. Bez vás bychom přicházeli o nejednoho pěšce! 🙏 💯

🇬🇧 “I’m thrilled. The Prague International Chess Festival has become a tournament of top, world-class level,” says mathematician and social innovator Karel Janeček, who has been supporting our celebration of the royal game for many years. Our heartfelt thanks go to you and the Janeček Foundation for your continued support. Without you, we would be missing more pawns, that you can imagine! 🙏 💯","""Jsem nadšen. Z @[100057410770738:2048:Prague International Chess Festival]u se stal turnaj špičkové, světové úrovně,"" říká s velkou radostí matematik a sociální inovátor @[100044490217012:2048:Karel Janeček], který již řadu let náš svátek královské hry podporuje. Vřele děkujeme za přízeň vaší i @[61572131504004:2048:Janeček Foundation]. Bez vás bychom přicházeli o nejednoho pěšce! 🙏 💯

🇬🇧 “I’m thrilled. The Prague International Chess Festival has become a tournament of top, world-class level,” says mathematician and social innovator Karel Janeček, who has been supporting our celebration of the royal game for many years. Our heartfelt thanks go to you and the Janeček Foundation for your continued support. Without you, we would be missing more pawns, that you can imagine! 🙏 💯",114,"03/04/2026 22:21",N/A,https://www.facebook.com/reel/1897065397581804/,1,0,Videa,,,,,Dlouhodobě,1058,1031,,13,12,0,1,37,37,,,,13689.236,14.409,0,0,0
1440842614506084,100057410770738,"Prague International Chess Festival","Traditional roundup of the most interesting moments from yesterday. Tune in for the penultimate round! ♟️

Tradiční přehled toho nejzajímavějšího ze včerejšího dne. Nalaďte se na předposlední kolo!","Traditional roundup of the most interesting moments from yesterday. Tune in for the penultimate round! ♟️

Tradiční přehled toho nejzajímavějšího ze včerejšího dne. Nalaďte se na předposlední kolo!",113,"03/05/2026 01:25",N/A,https://www.facebook.com/reel/1971580513450460/,0,0,Videa,,,,,Dlouhodobě,436,383,,12,11,0,1,4,4,,,,4757.009,12.292,0,0,0
1440864584503887,100057410770738,"Prague International Chess Festival","The only win in yesterday’s Masters was secured by world number four Vincent Keymer. Listen to his immediate reactions after his victory over Guijarro.

Jedinou včerejší výhru v Masters obstarala světová čtyřka Vincent Keymer, poslechněte si jeho bezprostřední dojmy po vítězství nad Guijarrem","The only win in yesterday’s Masters was secured by world number four Vincent Keymer. Listen to his immediate reactions after his victory over Guijarro.

Jedinou včerejší výhru v Masters obstarala světová čtyřka Vincent Keymer, poslechněte si jeho bezprostřední dojmy po vítězství nad Guijarrem",130,"03/05/2026 02:08",N/A,https://www.facebook.com/reel/4223879427864184/,0,0,Videa,,,,,Dlouhodobě,435,429,,5,5,0,0,5,5,,,,2426.813,6.036,0,0,0
1440885531168459,100057410770738,"Prague International Chess Festival","Prague International Chess Festival přidal(a) fotky do alba: PICF2026 - Round 7 (Petr Vrabec)",,0,"03/05/2026 02:50",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid02NMxb1xbMDVmjVFmeX7g2CA5KwVyYcGPqP6Sem1pyn7fT8JzSMxTcTwxjzrQXWJbPl,0,0,Fotky,,,,,Dlouhodobě,862,453,,14,14,0,0,98,23,75,,,,,,,
1440927221164290,100057410770738,"Prague International Chess Festival","So, who will lead the Challengers category after round eight? 🤔♟️ We find out tonight! ⏰

Kdo bude v čele Challengers po osmi kolech? To zjistíme dnes večer! 💥",,0,"03/05/2026 04:11",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid02mEXyNzzqxaaFBANeYLCeayo7Pmo84TVRNpeF8WB9uxv88WFbu5MdQifZxFkCVZbYl,0,0,Fotky,,,,,Dlouhodobě,723,478,,6,5,0,1,16,9,7,,,,,,,
1440928561164156,100057410770738,"Prague International Chess Festival","We can almost see the chequered flag! 🏁♟️ The penultimate round is here. 🤩 Come to @hotelgiovanniprg and watch the games. 👀

Blížíme se do cíle! 💥 Předposlední kolo je tady! Přijďte se podívat na další skvělé partie do Hotelu Don Giovanni v Praze. 🍿",,0,"03/05/2026 04:13",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid0AKZYtMbsZehoAk2dHbQSkmDLbaALtvoTj17h99ve87e7AHRG8wD4AiGZpLyLXB6Kl,0,0,Fotky,,,,,Dlouhodobě,487,303,,1,1,0,0,4,2,2,,,,,,,
1440993871157625,100057410770738,"Prague International Chess Festival","Our ambassador and world champion in beach volleyball Ondřej Perušič came by yesterday. ✨ And he won his game in @karel252 Open tournament! 🔥

Ambasador festivalu a mistr světa v plážovém volejbale Ondřej Perušič si přišel zahrát 8. kolo turnaje Karel Janeček Open. A vyhrál! 💪",,0,"03/05/2026 05:43",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid02GR5FZAnBGHuW5xa3UFBD3b8RpawWHbp8DomFZenP6ZYfoQhNNVkX9LDxPBeLmyARl,0,0,Fotky,,,,,Dlouhodobě,2120,1299,,20,19,0,1,149,28,121,,,,,,,
1441071411149871,100057410770738,"Prague International Chess Festival","ROUND 8 - LET'S GO CHESS! ♟️

#chess #prague #festival","ROUND 8 - LET'S GO CHESS! ♟️

#chess #prague #festival",25,"03/05/2026 07:56",N/A,https://www.facebook.com/reel/2322660154896048/,1,0,Videa,,,,,Dlouhodobě,1595,1386,,27,23,1,3,38,38,,,,9616.397,7.219,0,0,0
1441077897815889,100057410770738,"Prague International Chess Festival","Current leader of the Masters category - Jorden Van Foreest - spoke to us before the start of the festival. 🗣️Enjoy the interview! 👇

Medailonek aktuálního lídra kategorie Masters - Jordena Van Foreesta - k Vašim službám. 😊","Current leader of the Masters category - Jorden Van Foreest - spoke to us before the start of the festival. 🗣️Enjoy the interview! 👇

Medailonek aktuálního lídra kategorie Masters - Jordena Van Foreesta - k Vašim službám. 😊",133,"03/05/2026 08:08",N/A,https://www.facebook.com/reel/1714895032824772/,0,0,Videa,,,,,Dlouhodobě,523,512,,7,7,0,0,10,10,,,,3990.556,8.365,0,0,0
1441092827814396,100057410770738,"Prague International Chess Festival",🙏,,0,"03/05/2026 08:34",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid0Ti7m5zaZ4CTFWkeBvCkL6W54TDfjAcBBgSQpjUWZ6XhHaBZ3fppjiRrmZ8UJitCfl,0,1,Fotky,,,,,Dlouhodobě,889,469,,10,10,0,0,45,13,31,1,,,,,,
1441185974471748,100057410770738,"Prague International Chess Festival","Some 📸 from penultimate round! 🤩

Uzijtesi výběr fotek z osmého kola. 😍",,0,"03/05/2026 11:17",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid0pBzgRBC56KKWwqQpLwwrGyoDQUmmVC9naMwHiJqwcjCf444Eu5XiwffBDqmcE63Xl,0,0,Fotky,,,,,Dlouhodobě,2657,1560,,27,25,0,2,285,53,232,,,,,,,
1441242587799420,100057410770738,"Prague International Chess Festival","We have a new leader! 👀 After beating David Navara, Nodirbek Abdusattorov climbs to the highest position in the Masters category! 🔥

Po osmi kolech máme nového lídra! 💥 Je jím Nodirbek Abdusattorov! 🤩",,0,"03/05/2026 13:09",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid02SaorhaMATfyGh45p4xcqcKN1wjfXuFXccfuGnUsXARq7XVM9ZJq6hcXX8Jh3GZeJl,0,0,Fotky,,,,,Dlouhodobě,781,463,,8,7,1,0,6,4,2,,,,,,,
1441243481132664,100057410770738,"Prague International Chess Festival","Two wins today in Challengers! ♟️💥Congrats Daniel Yuffa and Benjamin Gledura! 🔥

Daniel Yuffa a Benjamin Gledura dokázali v osmém kole zvítězit! ✨",,0,"03/05/2026 13:11",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid0FfVyHXYGGqnRbCDo8Ti3nvbWVg53TAsEx3KKrBrhKYAp5VpZktrCrqEMgUBXPSR8l,0,0,Fotky,,,,,Dlouhodobě,3124,2181,,11,11,0,0,105,64,41,,,,,,,
1441244194465926,100057410770738,"Prague International Chess Festival","Will Nodirbek Abdusattorov repeat his triumph from two years ago? He's very close! ♟️

Zopakuje Nodirbek Abdusattorov titulovou jízdu z roku 2024? Před posledním kolem je blízko! 🔥",,0,"03/05/2026 13:13",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid02sFgNCvtKxRxtS38CZBVWSDi7R2WCTfbFpmpx9MqaiN792i6KqZGSozHPepZA7TA6l,0,0,Fotky,,,,,Dlouhodobě,2268,1301,,34,33,0,1,51,42,9,,,,,,,
1441244557799223,100057410770738,"Prague International Chess Festival","Four players in contention for the title! That's what we like to see! 😎

Pred posledním kolem jsou ve hře o titul čtyři šachisté! To se nám líbí. 😊",,0,"03/05/2026 13:14",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid02fGmwRMWNjumagzuzwaewebEr1ngBG3dsfvZiRdTUXVwwfBnp7NS8KfpuXis9ipa3l,0,0,Fotky,,,,,Dlouhodobě,820,495,,5,5,0,0,10,8,2,,,,,,,
1441258477797831,100057410770738,"Prague International Chess Festival","Round 8 Recap","There you go, the best moments of round eight! ♟️✨

Užijte si výběr toho nejlepšího z osmého kola! 😊",86,"03/05/2026 13:46",N/A,https://www.facebook.com/reel/1652525595759387/,0,0,Videa,,,,,Dlouhodobě,724,700,,15,13,0,2,9,9,,,,6249.901,9.889,0,0,0
1441280584462287,100057410770738,"Prague International Chess Festival","Today we welcomed sports influencer Matěj König to the Prague International Chess Festival, where he made the ceremonial first move of Round 8. ♟️❤️

Dnes nás na Pražském šachovém festivalu navštívil sportovní influencer Matěj König, který se ujal úvodního tahu 8. kola. Díky za návštěvu! ♟️❤️",,0,"03/05/2026 14:37",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid02HpYZ8Mp3q1jLTm88SsJJwQjo8Rd1TXdqKFuiQswqBcTWZtQoYXKuWc76p8iaU8gNl,0,0,Fotky,,,,,Dlouhodobě,1585,995,,8,8,0,0,44,15,29,,,,,,,
1441503251106687,100057410770738,"Prague International Chess Festival","☕ Ready for the final day? The royal game is beautiful, but sometimes you need something to give it an extra boost. We're very glad that Grupa Mokate, one of our partners, was there for exactly that. Thank you for the hot drinks and snacks during this year’s Prague International Chess Festival! 🙏

🇨🇿 ☕ Připraveni na finálový den? Královská hra je krásná, ale někdy potřebujete něco, co jí dodá trochu energie navíc. Jsme moc rádi, že tu s námi byl jeden z našich partnerů, Grupa Mokate. Děkujeme za horké nápoje a občerstvení během letošního Pražského šachového festivalu! 🙏

📸 Petr Vrabec",,0,"03/05/2026 22:10",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid02SRJnPwgmh6wFocJteVExGcSSJEVMWApmP9kNWJ6Ft5bsBMmm8UV63V621wvKxAa3l,0,0,Fotky,,,,,Dlouhodobě,1191,695,,19,18,0,1,43,8,35,,,,,,,
1441580004432345,100057410770738,"Prague International Chess Festival","Everything has been building toward this moment. Will Nodirbek Abdusattorov become the first two-time Prague champion in history? We start at 11:00! ♟️

Vše spělo k tomuto okamžiku. Stane se Abdusattorov prvním dvojnásobným pražským šampionem v historii? Startujeme už v 11:00! ♟️",,0,"03/06/2026 00:30",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid0fizCmDYSyq2WkUQ44sitqLMXzftg3LYcZbYr4hvAeHwadDKsBCMqvLAYRC51q4adl,0,0,Fotky,,,,,Dlouhodobě,825,492,,5,5,0,0,7,2,5,,,,,,,
1441585251098487,100057410770738,"Prague International Chess Festival","In the Challengers category, the home player Václav Finěk will defend his first place! From second place, Daniil Yuffa will challenge another Czech player Jáchym Němec. ♟️

V kategorii Challengers bude hájit prvenství domácí borec Václav Finěk! Daniil Yuffa z druhého místa vyzve jiného Čecha Jáchyma Němce. ♟️",,0,"03/06/2026 00:40",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid0QFiXe6e7VjzGQZyLaTZ25Ksc4BqS82hUxoNuGLQNCJ7xaaxFxUG2uexBgpYW85F7l,0,0,Fotky,,,,,Dlouhodobě,1249,773,,7,7,0,0,19,14,5,,,,,,,
1441588784431467,100057410770738,"Prague International Chess Festival","Never satisfied, that’s the mindset of a champion! 💪 American GM Hans Niemann gives honest interview after beating David Anton Guijarro in round eight. ♟️⚡

Rozhovor s Hansem Niemannem po jeho vítězství v osmém kole Masters!","Never satisfied, that’s the mindset of a champion! 💪 American GM Hans Niemann gives honest interview after beating David Anton Guijarro in round eight. ♟️⚡

Rozhovor s Hansem Niemannem po jeho vítězství v osmém kole Masters!",114,"03/06/2026 00:48",N/A,https://www.facebook.com/reel/826631913782690/,0,0,Videa,,,,,Dlouhodobě,958,886,,7,7,0,0,14,14,,,,7190.677,8.41,0,0,0
1441606241096388,100057410770738,"Prague International Chess Festival","Our champion from last year, Aravindh Chithambaram from India, grabbed his third victory in this year's edition! 🔥 He beat Jorden Van Foreest with black pieces. Listen to his interview with Keti Tsatsalashvili. 🗣️👇

Poslechněte si rozhovor s loňským šampionech Aravindhem. 🇮🇳🔥","Our champion from last year, Aravindh Chithambaram from India, grabbed his third victory in this year's edition! 🔥 He beat Jorden Van Foreest with black pieces. Listen to his interview with Keti Tsatsalashvili. 🗣️👇

Poslechněte si rozhovor s loňským šampionech Aravindhem. 🇮🇳🔥",69,"03/06/2026 01:22",mixed,https://www.facebook.com/reel/812263067849084/,0,0,Videa,,,,,Dlouhodobě,790,702,,5,5,0,0,5,5,,,,4691.269,7.001,0,0,0
1441638991093113,100057410770738,"Prague International Chess Festival","Final round. Who will take the crown? 👑💯

🇨🇿 Je tu finále. Kdo bude korunován vítězem? 👑💯",,0,"03/06/2026 02:26",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid02498h3yfPDmUv4Ax6UdJSrAULc38xVkrDTheDerJTYEkYc7vn92irahZQn5R3uMhAl,0,0,Fotky,,,,,Dlouhodobě,1370,772,,8,8,0,0,32,24,8,,,,,,,
1441671697756509,100057410770738,"Prague International Chess Festival","🏆 Name on the trophy. The incredible work of AJETO Sklárna & krčma will be on display once again tonight. These extraordinary gentlemen know its worth. Will history repeat itself, or should we welcome a new holder?

🇨🇿 🏆 Jedno jméno na trofeji. Úžasná práce AJETO Sklárna & krčma bude dnes večer opět k vidění. Tito mimořádní velmistři dobře vědí, jakou má hodnotu. Bude se historie opakovat, nebo přivítáme nového držitele trofeje?",,0,"03/06/2026 03:30",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid02QWTarEdXPuvpMeugmSZotjCDZgEGZLECCBjRve36vWWa7kKSzEKquPk5KNEsrT7dl,0,0,Fotky,,,,,Dlouhodobě,2060,1059,,16,14,0,2,64,14,50,,,,,,,
1441756804414665,100057410770738,"Prague International Chess Festival","PICF has its first ever two-time Masters champion!♟️🏆
After winning in 2024, Uzbek grandmaster Nodirbek Abdusattorov adds another triumph in 2026.👑

PICF má historicky prvního dvojnásobného šampiona v Masters.♟️🏆
Po vítězství v roce 2024 přidává triumf v roce 2026 uzbecký velmistr Nodirbek Abdusattorov.👑",,0,"03/06/2026 05:38",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid0iUKnGuhdUJp3tKqiA7gAMuruLQ8R2J8j2hvXQ37u7N73T9iF87ijpGwWh7X4AiC6l,0,0,Fotky,,,,,Dlouhodobě,3145,1867,,89,81,4,4,89,83,6,,,,,,,
1441777161079296,100057410770738,"Prague International Chess Festival","Home fans have something to celebrate! 🇨🇿🎉
The Challengers category was won by 16 years old local star Václav Finěk! ♟️🏆

The young Czech left nothing to chance and defeated Thomas Beerdsen of the Netherlands in the final round. 🔥♟️

See you in the Masters, Václav! 👑🚀

Domácí fanoušci mohou slavit! Kategorii Challengers ovládl domácí borec Václav Finěk! 🇨🇿🎉
Mladý Čech neponechal nic náhodě a v závěrečném kole porazil Nizozemce Thomase Beerdsena. 
Tak na viděnou v Masters, Václave! 👑🚀",,0,"03/06/2026 06:10",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid0D9vW1NUgm3cewf9gto5tMqAbU3GkAkpSVn2Pdv78sdothkbgpMbEGMP8pmEx2E3Hl,0,0,Fotky,,,,,Dlouhodobě,12837,7532,,326,316,5,5,767,691,76,,1,,,,,
1441810661075946,100057410770738,"Prague International Chess Festival","The trio of champions is complete! 🏆♟️

The Futures category was won by Kaja Rzadkowska! 👑🇵🇱

In the final round, she was greatly helped by her younger sister Lila, who held Jordan from Switzerland to a draw. 🤝♟️Polska górą!

Trio vítězů je kompletní! 🏆♟️
Kategorii Futures opanovala Kaja Rzadkowska! V závěrečném kole jí výrazně pomohla její mladší sestra Lila, která zremizovala partii se Švýcarkou Jordanovou. Gratulace do Polska!!",,0,"03/06/2026 07:05",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid0rLiM1rjo8WGoaYKzp3Q94uEzoS1hvfewJKtJq7jPqqNHiYPNXv6EFnucjz6HiwyLl,0,0,Fotky,,,,,Dlouhodobě,11968,5180,,520,415,97,8,564,489,74,1,,,,,,
1441904321066580,100057410770738,"Prague International Chess Festival","And with that, the PICF2026 comes to an end. Thank you all kindly and we are looking forward to the next year´s Prague International Chess Festival 🤝

PICF2026 je oficiálně za námi. Všem mnohokrát děkujeme a těšíme se na vás za rok na dalším Pražském mezinárodním šachovém festivalu. 🤝",,0,"03/06/2026 09:46",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid02hgg2nyKfyvRVuWpsa2uPqveW7jqAfZfoVUAQFq1V8beKTbzb363tJ32sQeHqF379l,0,0,Fotky,,,,,Dlouhodobě,1460,801,,35,34,0,1,18,15,3,,,,,,,
1441961947727484,100057410770738,"Prague International Chess Festival","Prague International Chess Festival přidal(a) fotky do alba: PICF2026 Round 9 and award ceremony",,0,"03/06/2026 11:37",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid02frrBRMLxZ35vRs3hTejCrUyyH2qpTnKqgrFszQg8oH4mjHWmsh7mqPizy3wC1EXTl,0,0,Fotky,,,,,Dlouhodobě,2024,876,,15,13,0,2,85,29,56,,,,,,,
1441972097726469,100057410770738,"Prague International Chess Festival","📣 Ladies and gentleman, winner of Prague Masters 2026: Nodirbek Abdusattorov 👏👏",,0,"03/06/2026 11:59",N/A,https://www.facebook.com/PragueChessFestival/posts/pfbid03422uhahsSrtScndmhGiCjDyod3MyaULWC33AS5dkQe6ScxW9vzXvkJ6ThuaDFr7Xl,0,0,Fotky,,,,,Dlouhodobě,9525,6561,,338,307,24,7,246,169,77,,,,,,,
